duration,forward_packets,backward_packets,total_packets,forward_bytes,backward_bytes,total_bytes,average_packet_size,packets_per_second,bytes_per_second,target
0.891294,3,5,8,26,11607,11633,1454.125,8.975713962,13051.81006,1
70.947126,8,4,12,56,11601,11657,971.9166667,0.169140044,164.3054576,1
0.786152,3,6,9,26,11601,11627,1291.888889,11.44816778,14789.76076,1
70.806973,8,5,13,56,11601,11657,897.1538462,0.183597737,164.6306784,1
0.778826,3,6,9,26,11601,11627,1291.888889,11.55585458,14928.88013,1
70.814274,8,5,13,56,11601,11657,897.1538462,0.183578808,164.6137049,1
0.787859,3,5,8,26,11601,11627,1453.375,10.15410118,14757.7168,1
70.803592,8,4,12,56,11601,11657,971.9166667,0.169482927,164.6385398,1
0.841465,3,6,9,26,11601,11627,1291.888889,10.69563202,13817.56817,1
70.751784,8,4,12,56,11601,11657,971.9166667,0.169607031,164.7590964,1
0.786145,3,4,7,26,11601,11627,1661.0,8.904209783,14789.89245,1
70.990458,8,6,14,56,11607,11663,833.5,0.197209602,164.2896852,1
0.787859,3,5,8,26,11601,11627,1453.375,10.15410118,14757.7168,1
70.988918,8,6,14,56,11607,11663,833.5,0.197213881,164.2932493,1
0.78992,3,6,9,26,11601,11627,1291.888889,11.39355884,14719.21207,1
70.988382,8,5,13,56,11607,11663,897.6153846,0.183128558,164.2944898,1
0.829466,3,6,9,26,11601,11627,1291.888889,10.85035432,14017.45219,1
70.938199,8,6,14,56,11601,11657,833.0714286,0.197354884,164.3261341,1
0.829655,3,4,7,26,11601,11627,1661.0,8.437241986,14014.25894,1
70.937181,8,5,13,56,11601,11657,897.1538462,0.183260736,164.3284923,1
0.977745,3,6,9,26,11601,11627,1291.888889,9.204854026,11891.64864,1
70.792922,8,7,15,56,11601,11657,777.5333333,0.211885589,164.6633543,1
1.636255,3,6,9,26,11607,11633,1292.555556,5.500365163,7109.527549,1
70.082053,8,6,14,56,11601,11657,833.0714286,0.199765837,166.3335976,1
1.636292,3,6,9,26,11607,11633,1292.555556,5.500240788,7109.366788,1
70.08286,8,5,13,56,11601,11657,897.1538462,0.185494713,166.3316822,1
1.63647,3,5,8,26,11607,11633,1454.125,4.888571132,7108.593497,1
70.213964,8,6,14,56,11601,11657,833.0714286,0.199390537,166.0211066,1
1.636507,3,5,8,26,11607,11633,1454.125,4.888460605,7108.432778,1
70.21302,8,7,15,56,11601,11657,777.5333333,0.213635591,166.0233387,1
1.042908,3,4,7,26,11607,11633,1661.857143,6.712001442,11154.38754,1
70.212011,8,4,12,56,11601,11657,971.9166667,0.170910929,166.0257246,1
1.043055,3,5,8,26,11607,11633,1454.125,7.66977772,11152.81553,1
70.263949,8,6,14,56,11601,11657,833.0714286,0.199248693,165.903001,1
1.043001,3,4,7,26,11607,11633,1661.857143,6.711402961,11153.39295,1
70.307951,8,5,13,56,11607,11663,897.6153846,0.184900851,165.88451,1
1.043948,3,5,8,26,11607,11633,1454.125,7.663216942,11143.27534,1
70.30696,9,6,15,62,11607,11669,778.3333333,0.213350143,165.9721882,1
1.042628,3,5,8,26,11607,11633,1454.125,7.672918817,11157.38307,1
70.307322,9,5,14,62,11607,11669,833.9285714,0.199125775,165.9713337,1
1.029159,3,5,8,26,11607,11633,1454.125,7.773337259,11303.40404,1
0.905667,3,5,8,26,11607,11633,1454.125,8.83326874,12844.67691,1
0.890289,3,5,8,26,11607,11633,1454.125,8.985846169,13066.54356,1
0.89046,3,5,8,26,11607,11633,1454.125,8.984120567,13064.03432,1
0.890184,3,4,7,26,11607,11633,1661.857143,7.863542818,13068.0848,1
0.890473,3,5,8,26,11607,11633,1454.125,8.983989408,13063.8436,1
0.890447,3,5,8,26,11607,11633,1454.125,8.98425173,13064.22505,1
0.845197,3,5,8,26,11607,11633,1454.125,9.46524893,13763.6551,1
0.844814,3,5,8,26,11607,11633,1454.125,9.469540041,13769.89491,1
0.829676,3,5,8,26,11607,11633,1454.125,9.642318206,14021.13596,1
0.688924,3,4,7,26,11607,11633,1661.857143,10.16077245,16885.75227,1
0.265197,3,7,10,26,11601,11627,1162.7,37.70781721,43842.87907,1
70.54528,8,6,14,56,11607,11663,833.5,0.198454099,165.32644,1
0.264204,3,7,10,26,11601,11627,1162.7,37.84954051,44007.66075,1
70.967985,8,6,14,56,11607,11663,833.5,0.197272052,164.3417099,1
0.264198,3,4,7,26,11601,11627,1661.0,26.49528006,44008.66017,1
71.007615,8,5,13,56,11607,11663,897.6153846,0.183078956,164.2499892,1
0.265317,3,5,8,26,11601,11627,1453.375,30.1526099,43823.04941,1
71.005429,8,6,14,56,11607,11663,833.5,0.197168022,164.2550459,1
0.265347,3,6,9,26,11601,11627,1291.888889,33.91785096,43818.0948,1
71.007608,8,6,14,56,11607,11663,833.5,0.197161972,164.2500054,1
0.252252,3,5,8,26,11601,11627,1453.375,31.71431743,46092.79609,1
71.000012,8,6,14,56,11607,11663,833.5,0.197183065,164.2675779,1
0.250536,3,6,9,26,11601,11627,1291.888889,35.92298113,46408.50018,1
71.587964,8,5,13,56,11607,11663,897.6153846,0.181594772,162.9184481,1
0.250664,3,6,9,26,11601,11627,1291.888889,35.90463728,46384.80197,1
71.58581,8,5,13,56,11607,11663,897.6153846,0.181600236,162.9233503,1
0.252653,3,4,7,26,11601,11627,1661.0,27.7059841,46019.63958,1
71.579999,8,4,12,56,11607,11663,972.4166667,0.167644596,162.9365767,1
0.25252,3,4,7,26,11601,11627,1661.0,27.72057659,46043.87771,1
71.579179,8,5,13,56,11607,11663,897.6153846,0.181617059,162.9384433,1
0.251167,3,5,8,26,11601,11627,1453.375,31.85131805,46291.90937,1
71.582942,8,4,12,56,11607,11663,972.4166667,0.167637703,162.9298779,1
0.251675,3,5,8,26,11601,11627,1453.375,31.78702692,46198.47025,1
71.580222,8,4,12,56,11607,11663,972.4166667,0.167644074,162.9360691,1
0.253394,3,5,8,26,11601,11627,1453.375,31.57138685,45885.06437,1
71.578134,8,5,13,56,11607,11663,897.6153846,0.181619711,162.9408221,1
0.292239,3,6,9,26,11607,11633,1292.555556,30.79671091,39806.45978,1
71.543966,8,5,13,56,11607,11663,897.6153846,0.181706449,163.0186395,1
0.292428,3,4,7,26,11607,11633,1661.857143,23.93751624,39780.73235,1
71.544776,8,5,13,56,11607,11663,897.6153846,0.181704392,163.0167938,1
0.292511,3,6,9,26,11607,11633,1292.555556,30.76807368,39769.44457,1
71.544317,8,5,13,56,11607,11663,897.6153846,0.181705557,163.0178397,1
0.292618,3,5,8,26,11607,11633,1454.125,27.33939812,39754.9023,1
71.543519,8,5,13,56,11607,11663,897.6153846,0.181707584,163.019658,1
0.292754,3,5,8,26,11607,11633,1454.125,27.3266975,39736.434,1
71.545645,8,5,13,56,11607,11663,897.6153846,0.181702185,163.0148138,1
0.893482,3,6,9,26,11607,11633,1292.555556,10.07295055,13019.84819,1
70.951262,8,5,13,56,11607,11663,897.6153846,0.183224366,164.3804447,1
0.893482,3,6,9,26,11607,11633,1292.555556,10.07295055,13019.84819,1
70.950155,9,5,14,62,11607,11669,833.9285714,0.197321627,164.4675759,1
0.775016,3,4,7,26,11601,11627,1661.0,9.032071596,15002.27092,1
70.803172,8,4,12,56,11607,11663,972.4166667,0.169483932,164.7242584,1
0.775681,3,4,7,26,11601,11627,1661.0,9.0243283,14989.40931,1
70.802174,8,5,13,56,11607,11663,897.6153846,0.183610181,164.7265803,1
0.827996,3,4,7,26,11601,11627,1661.0,8.454147121,14042.33837,1
70.935411,8,6,14,56,11607,11663,833.5,0.19736264,164.4171766,1
0.830267,3,6,9,26,11601,11627,1291.888889,10.83988645,14003.92886,1
70.933281,8,6,14,56,11607,11663,833.5,0.197368567,164.4221138,1
0.827835,3,6,9,26,11601,11627,1291.888889,10.87173169,14045.06937,1
70.937242,8,5,13,56,11607,11663,897.6153846,0.183260578,164.4129328,1
0.830265,3,5,8,26,11601,11627,1453.375,9.635477829,14003.96259,1
70.934407,8,4,12,56,11607,11663,972.4166667,0.169170372,164.4195038,1
0.830453,3,5,8,26,11601,11627,1453.375,9.633296526,14000.79234,1
70.937611,8,6,14,56,11601,11657,833.0714286,0.197356519,164.3274962,1
1.613294,3,4,7,26,11607,11633,1661.857143,4.338948759,7210.712988,1
1.613423,3,5,8,26,11607,11633,1454.125,4.958402105,7210.136461,1
1.613325,3,5,8,26,11607,11633,1454.125,4.958703299,7210.574435,1
1.613561,3,6,9,26,11607,11633,1292.555556,5.577725292,7209.519814,1
1.61363,3,5,8,26,11607,11633,1454.125,4.957766031,7209.211529,1
1.613489,3,5,8,26,11607,11633,1454.125,4.958199281,7209.84153,1
70.264906,8,6,14,56,11601,11657,833.0714286,0.199245979,165.9007414,1
1.638621,3,6,9,26,11607,11633,1292.555556,5.492423202,7099.262123,1
70.221413,8,6,14,56,11601,11657,833.0714286,0.199369386,166.0034953,1
1.638682,3,5,8,26,11607,11633,1454.125,4.881972219,7098.997853,1
70.269371,8,6,14,56,11601,11657,833.0714286,0.199233319,165.8901999,1
1.638806,3,5,8,26,11607,11633,1454.125,4.881602825,7098.460709,1
70.268452,8,7,15,56,11601,11657,777.5333333,0.213467062,165.8923695,1
1.638791,3,4,7,26,11607,11633,1661.857143,4.271441569,7098.525681,1
70.30798,8,6,14,56,11601,11657,833.0714286,0.199123912,165.7991027,1
1.638967,3,5,8,26,11607,11633,1454.125,4.881123293,7097.763408,1
70.310828,8,6,14,56,11607,11663,833.5,0.199115846,165.8777223,1
1.04541,3,5,8,26,11607,11633,1454.125,7.652499976,11127.69153,1
70.309011,9,4,13,62,11607,11669,898.0769231,0.184898064,165.9673466,1
1.045253,3,4,7,26,11607,11633,1661.857143,6.696943228,11129.36294,1
70.308637,8,5,13,56,11607,11663,897.6153846,0.184899047,165.8828915,1
0.892606,3,5,8,26,11607,11633,1454.125,8.962520978,13032.62582,1
0.892645,3,5,8,26,11607,11633,1454.125,8.962129402,13032.05642,1
0.845654,3,4,7,26,11607,11633,1661.857143,8.277617087,13756.21708,1
0.845791,3,5,8,26,11607,11633,1454.125,9.458601475,13753.98887,1
0.845793,3,4,7,26,11607,11633,1661.857143,8.27625672,13753.95635,1
0.845927,3,5,8,26,11607,11633,1454.125,9.457080812,13751.77764,1
0.845746,3,4,7,26,11607,11633,1661.857143,8.27671665,13754.72068,1
0.31254,3,4,7,26,11607,11633,1661.857143,22.39713317,37220.83573,1
70.547936,9,6,15,62,11607,11669,778.3333333,0.212621387,165.4052643,1
0.312423,3,5,8,26,11607,11633,1454.125,25.60630939,37234.77465,1
70.547183,9,5,14,62,11607,11669,833.9285714,0.198448746,165.4070298,1
0.312408,3,4,7,26,11607,11633,1661.857143,22.4065965,37236.56244,1
70.546113,8,5,13,56,11607,11663,897.6153846,0.184276631,165.3244878,1
0.312616,3,5,8,26,11607,11633,1454.125,25.59050081,37211.78698,1
70.548755,8,5,13,56,11607,11663,897.6153846,0.184269729,165.3182965,1
0.297467,3,5,8,26,11607,11633,1454.125,26.89373947,39106.85891,1
70.546838,8,5,13,56,11607,11663,897.6153846,0.184274737,165.3227888,1
0.297664,3,5,8,26,11607,11633,1454.125,26.87594066,39080.97721,1
71.009712,8,6,14,56,11607,11663,833.5,0.19715613,164.2451387,1
0.266004,3,5,8,26,11601,11627,1453.375,30.07473572,43709.86902,1
71.007831,8,6,14,56,11607,11663,833.5,0.197161353,164.2494896,1
0.26619,3,5,8,26,11601,11627,1453.375,30.05372103,43679.3268,1
71.010922,8,5,13,56,11607,11663,897.6153846,0.18307043,164.2423401,1
0.267931,3,5,8,26,11601,11627,1453.375,29.8584337,43395.50108,1
71.005741,8,5,13,56,11607,11663,897.6153846,0.183083788,164.2543242,1
0.267916,3,5,8,26,11601,11627,1453.375,29.86010541,43397.93069,1
71.05878,8,7,15,56,11601,11657,777.5333333,0.211092845,164.0472859,1
0.254257,3,5,8,26,11601,11627,1453.375,31.46422714,45729.32112,1
71.26521,8,4,12,56,11607,11663,972.4166667,0.168385107,163.6562918,1
0.254451,2,3,5,20,11601,11621,2324.2,19.65014875,45670.87573,1
71.260319,8,5,13,56,11607,11663,897.6153846,0.182429719,163.6675244,1
0.256612,3,5,8,26,11601,11627,1453.375,31.17547114,45309.65037,1
71.257212,7,5,12,50,11607,11657,971.9166667,0.168404007,163.5904587,1
0.242725,3,5,8,26,11607,11633,1454.125,32.9591101,47926.66598,1
0.293963,3,6,9,26,11607,11633,1292.555556,30.61609794,39573.00749,1
71.226741,8,5,13,56,11607,11663,897.6153846,0.182515721,163.7446812,1
0.294267,3,4,7,26,11607,11633,1661.857143,23.78792049,39532.12559,1
71.226554,9,6,15,62,11607,11669,778.3333333,0.210595616,163.8293494,1
0.294153,3,6,9,26,11607,11633,1292.555556,30.59632232,39547.4464,1
71.225628,8,6,14,56,11607,11663,833.5,0.196558463,163.74724,1
0.294436,3,5,8,26,11607,11633,1454.125,27.17059055,39509.43499,1
71.224894,9,5,14,62,11607,11669,833.9285714,0.196560489,163.8331677,1
0.294413,3,5,8,26,11607,11633,1454.125,27.17271316,39512.52153,1
71.224193,9,5,14,62,11607,11669,833.9285714,0.196562424,163.8347801,1
0.294276,3,4,7,26,11607,11633,1661.857143,23.78719298,39530.91655,1
71.223944,8,4,12,56,11607,11663,972.4166667,0.168482666,163.7511116,1
0.848061,3,5,8,26,11601,11627,1453.375,9.433283691,13710.09868,1
70.427086,8,5,13,56,11607,11663,897.6153846,0.184588072,165.6038985,1
0.848192,3,6,9,26,11601,11627,1291.888889,10.6108051,13707.98121,1
70.426218,8,7,15,56,11607,11663,777.9333333,0.212988862,165.6059395,1
0.83301,3,6,9,26,11601,11627,1291.888889,10.80419203,13957.81563,1
70.424976,8,6,14,56,11607,11663,833.5,0.19879311,165.6088601,1
0.833388,3,4,7,26,11601,11627,1661.0,8.399448996,13951.48478,1
70.423759,8,4,12,56,11607,11663,972.4166667,0.170397039,165.611722,1
0.848208,3,4,7,26,11601,11627,1661.0,8.252692736,13707.72263,1
70.411113,8,6,14,56,11607,11663,833.5,0.19883225,165.6414663,1
0.8332,3,4,7,26,11601,11627,1661.0,8.401344215,13954.63274,1
70.739434,8,6,14,56,11607,11663,833.5,0.197909415,164.8726791,1
0.832572,3,4,7,26,11601,11627,1661.0,8.407681258,13965.15857,1
70.737003,8,6,14,56,11607,11663,833.5,0.197916216,164.8783452,1
0.847464,3,4,7,26,11601,11627,1661.0,8.259937885,13719.75683,1
70.723519,8,4,12,56,11607,11663,972.4166667,0.169674815,164.9097806,1
0.847774,3,5,8,26,11601,11627,1453.375,9.436477174,13714.74001,1
70.72259,8,4,12,56,11607,11663,972.4166667,0.169677044,164.9119468,1
0.847389,3,6,9,26,11601,11627,1291.888889,10.62086008,13720.97112,1
70.725047,8,6,14,56,11607,11663,833.5,0.197949674,164.9062177,1
0.838277,3,5,8,26,11607,11633,1454.125,9.543384824,13877.27446,1
70.715383,8,5,13,56,11601,11657,897.1538462,0.183835531,164.8439067,1
0.838238,3,4,7,26,11607,11633,1661.857143,8.350850236,13877.92011,1
70.714178,8,5,13,56,11601,11657,897.1538462,0.183838664,164.8467157,1
70.71323,8,5,13,56,11601,11657,897.1538462,0.183841128,164.8489257,1
0.822795,3,5,8,26,11601,11627,1453.375,9.722956508,14131.10191,1
70.712169,8,4,12,56,11601,11657,971.9166667,0.169702049,164.8513992,1
0.809162,3,5,8,26,11607,11633,1454.125,9.886771747,14376.60197,1
0.809451,3,5,8,26,11607,11633,1454.125,9.883241852,14371.46906,1
0.80949,3,6,9,26,11607,11633,1292.555556,11.1181114,14370.77666,1
0.809366,3,4,7,26,11607,11633,1661.857143,8.64874482,14372.97836,1
0.809492,3,5,8,26,11607,11633,1454.125,9.882741275,14370.74116,1
0.794159,3,6,9,26,11607,11633,1292.555556,11.33274319,14648.20017,1
0.770705,3,4,7,26,11601,11627,1661.0,9.08259321,15086.18732,1
70.139263,8,5,13,56,11601,11657,897.1538462,0.185345546,166.1979254,1
0.770738,3,4,7,26,11601,11627,1661.0,9.082204329,15085.54139,1
70.278846,8,5,13,56,11607,11663,897.6153846,0.184977425,165.9532087,1
0.770734,3,5,8,26,11601,11627,1453.375,10.37971596,15085.61968,1
70.277954,8,5,13,56,11607,11663,897.6153846,0.184979773,165.9553151,1
0.770545,3,4,7,26,11601,11627,1661.0,9.084479167,15089.3199,1
70.325365,8,6,14,56,11607,11663,833.5,0.199074687,165.8434336,1
0.771409,3,5,8,26,11601,11627,1453.375,10.37063348,15072.41943,1
70.27201,8,5,13,56,11607,11663,897.6153846,0.18499542,165.9693525,1
0.770719,3,5,8,26,11601,11627,1453.375,10.37991797,15085.91328,1
70.366799,8,4,12,56,11601,11657,971.9166667,0.170534971,165.6605127,1
0.771294,3,4,7,26,11601,11627,1661.0,9.075657272,15074.66673,1
70.367368,8,5,13,56,11601,11657,897.1538462,0.184744724,165.6591732,1
0.813497,3,5,8,26,11601,11627,1453.375,9.834086665,14292.61571,1
70.312571,8,5,13,56,11601,11657,897.1538462,0.184888702,165.788277,1
0.812548,3,4,7,26,11601,11627,1661.0,8.614875675,14309.3085,1
70.312218,8,5,13,56,11601,11657,897.1538462,0.18488963,165.7891094,1
0.812494,3,5,8,26,11601,11627,1453.375,9.846226557,14310.25952,1
70.311562,8,4,12,56,11601,11657,971.9166667,0.170668943,165.7906562,1
0.797347,3,3,6,26,11601,11627,1937.833333,7.524954631,14582.10792,1
70.832056,8,4,12,56,11607,11663,972.4166667,0.16941482,164.6570869,1
0.798109,3,4,7,26,11601,11627,1661.0,8.770731817,14568.18555,1
70.825472,8,5,13,56,11607,11663,897.6153846,0.183549783,164.6723936,1
0.798079,3,4,7,26,11601,11627,1661.0,8.771061511,14568.73317,1
70.822262,8,4,12,56,11607,11663,972.4166667,0.169438248,164.6798573,1
0.801005,3,6,9,26,11601,11627,1291.888889,11.23588492,14515.51488,1
71.244235,8,6,14,56,11607,11663,833.5,0.196507128,163.7044738,1
0.800903,3,4,7,26,11601,11627,1661.0,8.740134573,14517.36353,1
70.819063,8,5,13,56,11607,11663,897.6153846,0.183566394,164.6872961,1
0.800899,3,4,7,26,11601,11627,1661.0,8.740178225,14517.43603,1
71.283692,8,6,14,56,11607,11663,833.5,0.196398357,163.61386,1
0.800813,3,4,7,26,11601,11627,1661.0,8.74111684,14518.99507,1
71.286996,8,5,13,56,11607,11663,897.6153846,0.182361451,163.6062768,1
0.799896,3,4,7,26,11601,11627,1661.0,8.751137648,14535.63963,1
71.285112,8,5,13,56,11607,11663,897.6153846,0.18236627,163.6106008,1
0.803178,3,5,8,26,11601,11627,1453.375,9.960432183,14476.24312,1
71.545653,8,7,15,56,11607,11663,777.9333333,0.209656343,163.0147956,1
0.80317,3,5,8,26,11601,11627,1453.375,9.960531394,14476.38732,1
71.544652,8,4,12,56,11607,11663,972.4166667,0.167727421,163.0170764,1
0.319333,3,5,8,26,11607,11633,1454.125,25.05221822,36429.05682,1
0.319296,3,4,7,26,11607,11633,1661.857143,21.92323111,36433.27821,1
0.319311,3,4,7,26,11607,11633,1661.857143,21.92220124,36431.56672,1
0.320301,3,5,8,26,11607,11633,1454.125,24.97650647,36318.96248,1
0.322746,3,5,8,26,11607,11633,1454.125,24.78729403,36043.82394,1
0.372465,3,6,9,26,11607,11633,1292.555556,24.16334421,31232.4648,1
71.23154,8,5,13,56,11607,11663,897.6153846,0.182503425,163.7336494,1
0.374292,3,6,9,26,11607,11633,1292.555556,24.04539771,31080.0124,1
71.229228,9,5,14,62,11607,11669,833.9285714,0.196548529,163.8231991,1
0.327296,3,4,7,26,11601,11627,1661.0,21.38736801,35524.41826,1
71.228222,8,5,13,56,11607,11663,897.6153846,0.182511926,163.7412766,1
0.327425,3,6,9,26,11601,11627,1291.888889,27.48721081,35510.42223,1
71.228056,8,5,13,56,11607,11663,897.6153846,0.182512352,163.7416582,1
0.587394,3,4,7,26,11607,11633,1661.857143,11.91704376,19804.42429,1
70.947377,9,5,14,62,11607,11669,833.9285714,0.197329353,164.4740157,1
0.587583,3,4,7,26,11607,11633,1661.857143,11.91321056,19798.05406,1
70.946713,9,6,15,62,11607,11669,778.3333333,0.211426286,164.4755551,1
0.58753,3,5,8,26,11607,11633,1454.125,13.61632597,19799.84001,1
70.945922,9,4,13,62,11607,11669,898.0769231,0.183238157,164.4773888,1
0.587721,3,5,8,26,11607,11633,1454.125,13.61190088,19793.40537,1
70.943904,8,5,13,56,11607,11663,897.6153846,0.183243369,164.3974935,1
0.587576,3,6,9,26,11607,11633,1292.555556,15.31716748,19798.28992,1
70.945211,8,6,14,56,11607,11663,833.5,0.197335378,164.3944649,1
0.587684,3,4,7,26,11607,11633,1661.857143,11.91116314,19794.65155,1
0.587447,3,4,7,26,11607,11633,1661.857143,11.91596859,19802.63751,1
0.572816,3,5,8,26,11607,11633,1454.125,13.96609033,20308.4411,1
0.573206,3,5,8,26,11607,11633,1454.125,13.95658803,20294.62357,1
0.573139,3,6,9,26,11607,11633,1292.555556,15.702997,20296.99602,1
0.573333,3,5,8,26,11607,11633,1454.125,13.95349648,20290.12808,1
0.296393,3,4,7,26,11607,11633,1661.857143,23.61729191,39248.56525,1
0.296596,2,5,7,20,11607,11627,1661.0,23.60112746,39201.47271,1
0.297088,3,5,8,26,11607,11633,1454.125,26.92804826,39156.74817,1
0.296531,2,5,7,20,11607,11627,1661.0,23.60630086,39210.06573,1
0.2968,3,5,8,26,11607,11633,1454.125,26.9541779,39194.74394,1
0.266536,3,6,9,26,11607,11633,1292.555556,33.76654561,43645.13612,1
0.266654,3,6,9,26,11607,11633,1292.555556,33.7516032,43625.82223,1
0.26682,3,4,7,26,11607,11633,1661.857143,26.23491492,43598.68076,1
71.176759,5,4,9,38,11601,11639,1293.888889,0.126445769,163.5224779,1
0.267053,3,4,7,26,11607,11633,1661.857143,26.21202533,43560.64152,1
71.181148,5,5,10,38,11601,11639,1164.5,0.140486636,163.5123952,1
0.506718,3,4,7,26,11601,11627,1661.0,13.81438986,22945.70155,1
71.071491,8,6,14,56,11607,11663,833.5,0.196984752,164.1023684,1
0.519861,3,5,8,26,11601,11627,1453.375,15.38872891,22365.59388,1
71.061537,8,5,13,56,11607,11663,897.6153846,0.182940034,164.1253552,1
0.519864,3,6,9,26,11601,11627,1291.888889,17.31222012,22365.46481,1
71.061962,8,6,14,56,11607,11663,833.5,0.197011166,164.1243736,1
0.508791,3,4,7,26,11601,11627,1661.0,13.758105,22852.2124,1
71.061671,8,5,13,56,11607,11663,897.6153846,0.182939689,164.1250457,1
0.512055,3,5,8,26,11601,11627,1453.375,15.62332171,22706.5452,1
71.054442,8,5,13,56,11607,11663,897.6153846,0.182958301,164.1417436,1
0.512043,3,5,8,26,11601,11627,1453.375,15.62368785,22707.07734,1
71.054232,8,5,13,56,11607,11663,897.6153846,0.182958842,164.1422287,1
0.513352,3,5,8,26,11601,11627,1453.375,15.5838489,22649.17639,1
71.143758,8,7,15,56,11601,11657,777.5333333,0.210840704,163.8513389,1
0.513231,3,5,8,26,11601,11627,1453.375,15.58752297,22654.51619,1
71.142815,8,7,15,56,11601,11657,777.5333333,0.210843498,163.8535107,1
0.513355,3,6,9,26,11601,11627,1291.888889,17.53172756,22649.04403,1
71.142631,8,5,13,56,11601,11657,897.1538462,0.182731505,163.8539345,1
0.512246,3,5,8,26,11601,11627,1453.375,15.61749628,22698.07866,1
71.631141,8,6,14,56,11607,11663,833.5,0.195445721,162.820246,1
0.512241,3,4,7,26,11601,11627,1661.0,13.66544263,22698.30021,1
71.629369,8,6,14,56,11607,11663,833.5,0.195450556,162.8242739,1
1.31533,3,6,9,26,11607,11633,1292.555556,6.842389362,8844.168384,1
70.799833,9,6,15,62,11607,11669,778.3333333,0.211864907,164.8167729,1
1.315439,3,6,9,26,11607,11633,1292.555556,6.841822388,8843.435537,1
70.803237,9,4,13,62,11607,11669,898.0769231,0.183607425,164.8088491,1
1.315445,3,4,7,26,11607,11633,1661.857143,5.321393141,8843.395201,1
70.801413,9,5,14,62,11607,11669,833.9285714,0.197736167,164.8130949,1
1.315445,3,4,7,26,11607,11633,1661.857143,5.321393141,8843.395201,1
70.800518,9,4,13,62,11607,11669,898.0769231,0.183614476,164.8151783,1
1.315714,3,5,8,26,11607,11633,1454.125,6.080348769,8841.587153,1
70.799494,9,5,14,62,11607,11669,833.9285714,0.197741526,164.8175621,1
1.315785,3,5,8,26,11607,11633,1454.125,6.080020672,8841.11006,1
70.798767,9,6,15,62,11607,11669,778.3333333,0.211868097,164.8192546,1
1.315753,3,5,8,26,11607,11633,1454.125,6.080168542,8841.325082,1
70.797829,9,5,14,62,11607,11669,833.9285714,0.197746177,164.8214382,1
1.315715,3,4,7,26,11607,11633,1661.857143,5.320301129,8841.580433,1
70.796871,9,4,13,62,11607,11669,898.0769231,0.183623934,164.8236685,1
1.315782,3,4,7,26,11607,11633,1661.857143,5.320030218,8841.130218,1
70.796651,8,4,12,56,11607,11663,972.4166667,0.169499543,164.739431,1
0.833817,3,5,8,26,11601,11627,1453.375,9.594431392,13944.30672,1
70.793641,8,5,13,56,11607,11663,897.6153846,0.183632312,164.7464353,1
0.817825,3,5,8,26,11601,11627,1453.375,9.782043836,14216.97796,1
70.793948,8,5,13,56,11607,11663,897.6153846,0.183631516,164.7457209,1
0.817817,3,5,8,26,11601,11627,1453.375,9.782139525,14217.11703,1
0.821018,3,5,8,26,11601,11627,1453.375,9.744000741,14161.68708,1
0.817855,3,5,8,26,11601,11627,1453.375,9.781685018,14216.45646,1
0.817612,3,4,7,26,11601,11627,1661.0,8.561518177,14220.68169,1
1.098002,3,5,8,26,11601,11627,1453.375,7.285961228,10589.2339,1
70.529086,8,6,14,56,11601,11657,833.0714286,0.198499666,165.2793289,1
1.099197,3,6,9,26,11601,11627,1291.888889,8.187795272,10577.72174,1
70.525983,8,5,13,56,11601,11657,897.1538462,0.184329228,165.2866008,1
0.820963,3,6,9,26,11601,11627,1291.888889,10.96273523,14162.63583,1
1.098053,3,6,9,26,11601,11627,1291.888889,8.196325678,10588.74207,1
71.286968,8,6,14,56,11601,11657,833.0714286,0.196389332,163.5221742,1
1.416126,3,6,9,26,11607,11633,1292.555556,6.355366683,8214.664514,1
70.950367,8,5,13,56,11601,11657,897.1538462,0.183226677,164.2979521,1
0.592265,3,5,8,26,11607,11633,1454.125,13.5074671,19641.54559,1
0.591934,3,4,7,26,11607,11633,1661.857143,11.82564272,19652.52883,1
0.592435,3,6,9,26,11607,11633,1292.555556,15.19154,19635.90942,1
0.592421,3,4,7,26,11607,11633,1661.857143,11.81592145,19636.37346,1
0.592611,3,5,8,26,11607,11633,1454.125,13.49958067,19630.07774,1
0.5928,3,6,9,26,11607,11633,1292.555556,15.18218623,19623.81916,1
0.592849,3,5,8,26,11607,11633,1454.125,13.49416125,19622.19722,1
0.592853,3,4,7,26,11607,11633,1661.857143,11.80731142,19622.06483,1
0.592794,3,5,8,26,11607,11633,1454.125,13.49541325,19624.01779,1
0.592833,3,5,8,26,11607,11633,1454.125,13.49452544,19622.72681,1
0.592988,3,5,8,26,11607,11633,1454.125,13.49099813,19617.59766,1
0.57859,3,5,8,26,11607,11633,1454.125,13.82671667,20105.77438,1
0.578754,3,5,8,26,11607,11633,1454.125,13.82279863,20100.07706,1
0.578825,3,5,8,26,11607,11633,1454.125,13.8211031,20097.61154,1
0.578988,3,5,8,26,11607,11633,1454.125,13.8172121,20091.95355,1
0.579107,3,5,8,26,11607,11633,1454.125,13.81437282,20087.82488,1
0.315317,3,5,8,26,11607,11633,1454.125,25.37129302,36893.03146,1
0.315826,3,5,8,26,11607,11633,1454.125,25.33040345,36833.57292,1
0.315944,3,5,8,26,11607,11633,1454.125,25.32094295,36819.81617,1
0.509156,3,7,10,26,11601,11627,1162.7,19.64034598,22835.83028,1
